Cliente_ID,Probabilidad_Churn,Prediccion_Churn,Segmento_Riesgo,Abandono_Cliente,Meses_Cliente,Cargo_Total,Tipo_Contrato_encoded,Servicio_Internet_Fibra Óptica,Soporte_Tecnico_No
4093,0.01902026547989633,0,Bajo_Riesgo,0,71,73.5,2,0,0
4094,0.011745863084123785,0,Bajo_Riesgo,0,72,19.3,2,0,0
4095,0.05687192925314988,0,Bajo_Riesgo,0,34,84.75,2,0,0
4096,0.15788605873211511,0,Medio_Riesgo,0,24,24.6,1,0,0
4097,0.09553794997787887,0,Bajo_Riesgo,0,56,68.75,1,0,1
4098,0.04692071614491067,0,Bajo_Riesgo,0,52,59.85,2,0,1
4099,0.018045025319670283,0,Bajo_Riesgo,0,55,21.0,2,0,0
4100,0.028327524180834826,0,Bajo_Riesgo,0,69,59.1,1,0,0
4101,0.10516361771348874,0,Medio_Riesgo,0,68,110.8,2,1,1
4102,0.8947367891817776,1,Alto_Riesgo,1,1,90.6,0,1,1
4103,0.01608326776712485,0,Bajo_Riesgo,0,63,19.5,2,0,0
4104,0.3671602901953057,0,Medio_Riesgo,0,50,104.4,1,1,1
4105,0.016000801533737303,0,Bajo_Riesgo,0,72,67.8,2,0,0
4106,0.44793242048345583,0,Medio_Riesgo,0,70,106.05,0,1,1
4107,0.02874522394177447,0,Bajo_Riesgo,0,39,19.75,2,0,0
4108,0.8957485894473792,1,Alto_Riesgo,1,2,70.35,0,1,1
4109,0.24043604537659427,0,Medio_Riesgo,0,3,20.55,1,0,0
4110,0.2716700673339289,0,Medio_Riesgo,0,52,101.25,1,1,1
4111,0.6155032301174258,1,Medio_Riesgo,1,33,83.85,0,1,1
4112,0.21735645379117416,0,Medio_Riesgo,0,20,64.15,1,0,0
4113,0.03779968263416341,0,Bajo_Riesgo,0,70,80.4,2,0,0
4114,0.5524558550398361,1,Medio_Riesgo,0,37,100.3,0,1,0
4115,0.6267875138483354,1,Medio_Riesgo,0,7,51.3,0,0,1
4116,0.06755608398748446,0,Bajo_Riesgo,0,56,68.45,1,0,0
4117,0.017342030073212448,0,Bajo_Riesgo,0,57,19.9,2,0,0
4118,0.09731871724164437,0,Bajo_Riesgo,0,48,64.4,1,0,1
4119,0.3693899885113856,0,Medio_Riesgo,0,56,96.95,0,1,0
4120,0.6528780228999123,1,Medio_Riesgo,1,19,100.95,1,1,0
4121,0.41394771548466475,0,Medio_Riesgo,0,62,89.1,0,1,1
4122,0.17770660690359844,0,Medio_Riesgo,0,23,68.75,1,0,0
4123,0.3744588824832554,0,Medio_Riesgo,0,29,60.2,0,0,1
4124,0.30949996751908926,0,Medio_Riesgo,0,29,75.35,1,0,0
4125,0.8117082913462305,1,Alto_Riesgo,1,2,69.8,0,1,1
4126,0.8724270897966496,1,Alto_Riesgo,1,1,75.45,0,1,1
4127,0.8647743949388251,1,Alto_Riesgo,1,3,76.95,0,1,1
4128,0.3341254202246412,0,Medio_Riesgo,0,21,58.85,1,0,1
4129,0.6611880767928505,1,Medio_Riesgo,0,16,74.55,0,1,0
4130,0.05881275760404148,0,Bajo_Riesgo,0,16,68.25,2,0,0
4131,0.7463356713254308,1,Alto_Riesgo,1,5,88.9,0,1,1
4132,0.527939637079093,1,Medio_Riesgo,0,18,50.0,0,0,1
4133,0.1392292493629949,0,Medio_Riesgo,0,33,58.45,1,0,1
4134,0.03214971281298477,0,Bajo_Riesgo,0,35,20.1,2,0,0
4135,0.011279777799912882,0,Bajo_Riesgo,0,71,24.45,2,0,0
4136,0.022514979563126293,0,Bajo_Riesgo,0,71,70.85,2,0,0
4137,0.29902844077563523,0,Medio_Riesgo,0,33,88.6,0,1,0
4138,0.11855870549778297,0,Medio_Riesgo,0,22,20.3,1,0,0
4139,0.014735532480859017,0,Bajo_Riesgo,0,68,20.05,2,0,0
4140,0.09088940689720863,0,Bajo_Riesgo,0,27,20.05,1,0,0
4141,0.31462917834400084,0,Medio_Riesgo,0,6,20.2,0,0,0
4142,0.011413725277729735,0,Bajo_Riesgo,0,70,25.4,2,0,0
4143,0.053864194576550915,0,Bajo_Riesgo,0,49,106.65,2,1,0
4144,0.7593644866819725,1,Alto_Riesgo,0,44,89.2,0,1,1
4145,0.16614680457892758,0,Medio_Riesgo,0,2,20.5,1,0,0
4146,0.5591083294686394,1,Medio_Riesgo,0,1,44.45,0,0,1
4147,0.06104793030645663,0,Bajo_Riesgo,0,26,19.15,2,0,0
4148,0.09791588444503899,0,Medio_Riesgo,0,46,60.75,2,0,0
4149,0.291434064192235,0,Medio_Riesgo,0,10,18.85,0,0,0
4150,0.6163768739631726,1,Medio_Riesgo,1,1,31.35,0,0,1
4151,0.4295574726343981,0,Medio_Riesgo,0,1,20.25,0,0,0
4152,0.8611716105518326,1,Alto_Riesgo,1,6,84.2,0,1,1
4153,0.09138412751677054,0,Bajo_Riesgo,0,32,19.8,1,0,0
4154,0.18788926728360694,0,Medio_Riesgo,0,60,44.45,1,0,1
4155,0.8758338652126767,1,Alto_Riesgo,1,1,69.9,0,1,1
4156,0.32945274362003857,0,Medio_Riesgo,1,6,55.9,0,0,1
4157,0.09155753038378671,0,Bajo_Riesgo,0,23,20.05,1,0,0
4158,0.019265875966133404,0,Bajo_Riesgo,0,72,88.05,2,0,0
4159,0.7648166105308248,1,Alto_Riesgo,0,11,75.25,0,1,1
4160,0.4479763423874399,0,Medio_Riesgo,0,5,34.25,0,0,0
4161,0.8612471043289723,1,Alto_Riesgo,1,19,99.95,0,1,1
4162,0.009864695288833988,0,Bajo_Riesgo,0,72,25.1,2,0,0
4163,0.7484950584655502,1,Alto_Riesgo,1,1,69.4,0,1,1
4164,0.5094410982361098,1,Medio_Riesgo,0,35,89.85,0,1,0
4165,0.058556730062489064,0,Bajo_Riesgo,0,58,94.35,2,1,0
4166,0.6803952806878597,1,Alto_Riesgo,1,50,95.05,0,1,1
4167,0.8495728609498561,1,Alto_Riesgo,1,13,84.6,0,1,1
4168,0.020242267501461703,0,Bajo_Riesgo,0,72,19.75,2,0,0
4169,0.07367168152865468,0,Bajo_Riesgo,0,56,81.8,2,0,0
4170,0.7010249534367408,1,Alto_Riesgo,0,9,70.05,0,1,1
4171,0.6693863580871405,1,Medio_Riesgo,1,3,50.15,0,0,1
4172,0.36719922393068616,0,Medio_Riesgo,0,67,105.6,1,1,1
4173,0.40326834342310613,0,Medio_Riesgo,0,31,89.3,0,1,0
4174,0.760990266034727,1,Alto_Riesgo,1,13,75.0,0,1,1
4175,0.8181562778024657,1,Alto_Riesgo,0,31,94.5,0,1,1
4176,0.01746322038444641,0,Bajo_Riesgo,0,70,20.15,2,0,0
4177,0.4558729881858936,0,Medio_Riesgo,0,1,19.5,0,0,0
4178,0.09415286188116974,0,Bajo_Riesgo,1,45,54.15,1,0,0
4179,0.08502538910175934,0,Bajo_Riesgo,0,55,75.0,1,0,0
4180,0.7831674032959351,1,Alto_Riesgo,1,15,74.2,0,1,1
4181,0.777188111447359,1,Alto_Riesgo,1,1,56.25,0,0,1
4182,0.32355741043677616,0,Medio_Riesgo,0,34,90.15,1,1,0
4183,0.7421127570566796,1,Alto_Riesgo,1,18,85.45,0,1,0
4184,0.07927659693002434,0,Bajo_Riesgo,0,32,19.3,1,0,0
4185,0.06650964475560862,0,Bajo_Riesgo,0,72,115.8,2,1,0
4186,0.019018920316439564,0,Bajo_Riesgo,0,70,79.15,2,0,0
4187,0.11031608423922995,0,Medio_Riesgo,0,49,71.8,1,0,1
4188,0.6388736890702943,1,Medio_Riesgo,0,2,69.0,0,0,1
4189,0.17806618223243662,0,Medio_Riesgo,0,37,19.35,0,0,0
4190,0.10750232427239757,0,Medio_Riesgo,0,32,19.8,1,0,0
4191,0.08382847399950105,0,Bajo_Riesgo,0,32,20.55,1,0,0
4192,0.912085779033993,1,Alto_Riesgo,1,1,79.35,0,1,1
4193,0.34066495152349696,0,Medio_Riesgo,0,2,20.05,0,0,0
4194,0.324762303936286,0,Medio_Riesgo,0,64,73.55,0,1,1
4195,0.6121524463623146,1,Medio_Riesgo,1,19,89.65,0,1,1
4196,0.8550858939347771,1,Alto_Riesgo,1,10,104.4,0,1,1
4197,0.5711514177041457,1,Medio_Riesgo,0,13,72.8,0,0,0
4198,0.09415899914260677,0,Bajo_Riesgo,0,41,20.25,1,0,0
4199,0.8433457086585631,1,Alto_Riesgo,0,9,76.25,0,1,1
4200,0.024227517548417742,0,Bajo_Riesgo,0,69,81.5,2,0,0
4201,0.807298500379571,1,Alto_Riesgo,1,7,70.1,0,1,1
4202,0.7963722126850635,1,Alto_Riesgo,0,22,84.75,0,1,1
4203,0.6240458379537621,1,Medio_Riesgo,0,23,75.3,0,1,1
4204,0.9113717744575909,1,Alto_Riesgo,0,17,94.2,0,1,1
4205,0.8476605305300584,1,Alto_Riesgo,0,15,96.5,0,1,1
4206,0.01962370395677373,0,Bajo_Riesgo,0,48,26.3,2,0,0
4207,0.5121207669735788,1,Medio_Riesgo,0,19,56.1,0,0,1
4208,0.7472326056925765,1,Alto_Riesgo,1,1,70.6,0,1,1
4209,0.7858015613171635,1,Alto_Riesgo,1,19,83.65,0,1,1
4210,0.141594683973418,0,Medio_Riesgo,0,53,54.9,1,0,0
4211,0.27691033053602043,0,Medio_Riesgo,0,71,109.6,1,1,1
4212,0.750332208068509,1,Alto_Riesgo,0,15,105.35,0,1,1
4213,0.49913444511145033,0,Medio_Riesgo,0,2,49.25,0,0,1
4214,0.40177019285839427,0,Medio_Riesgo,1,4,61.45,0,0,0
4215,0.565801593294191,1,Medio_Riesgo,0,26,73.05,0,0,0
4216,0.8541420088211478,1,Alto_Riesgo,1,8,83.55,0,1,1
4217,0.722958898539687,1,Alto_Riesgo,0,18,84.3,0,1,1
4218,0.47190183856561924,0,Medio_Riesgo,0,33,66.4,0,0,1
4219,0.1226636779946109,0,Medio_Riesgo,0,72,107.5,2,1,0
4220,0.4178018833049321,0,Medio_Riesgo,0,6,20.95,0,0,0
4221,0.8711368459016258,1,Alto_Riesgo,1,18,94.7,0,1,1
4222,0.8678790520644074,1,Alto_Riesgo,1,5,74.35,0,1,1
4223,0.8726817375100663,1,Alto_Riesgo,0,21,104.35,0,1,1
4224,0.8046743633828167,1,Alto_Riesgo,1,32,96.15,0,1,1
4225,0.6838316675030736,1,Alto_Riesgo,0,3,29.75,0,0,0
4226,0.9200885090853498,1,Alto_Riesgo,1,1,79.05,0,1,1
4227,0.20639250889638114,0,Medio_Riesgo,0,12,19.35,1,0,0
4228,0.06938802554845255,0,Bajo_Riesgo,0,72,105.25,2,1,1
4229,0.20860617491165023,0,Medio_Riesgo,0,64,108.5,1,1,0
4230,0.022276606047612817,0,Bajo_Riesgo,0,47,24.55,2,0,0
4231,0.6357002500322665,1,Medio_Riesgo,0,2,46.6,0,0,1
4232,0.28851077085307797,0,Medio_Riesgo,0,72,89.7,1,1,1
4233,0.022411928631967972,0,Bajo_Riesgo,0,46,19.95,2,0,0
4234,0.4506575040488515,0,Medio_Riesgo,0,51,87.35,0,1,0
4235,0.1692313750893854,0,Medio_Riesgo,0,36,63.7,1,0,1
4236,0.8218639740109599,1,Alto_Riesgo,1,10,70.3,0,1,1
4237,0.49846486600867923,0,Medio_Riesgo,0,43,92.55,0,1,1
4238,0.03006931661491198,0,Bajo_Riesgo,0,72,87.1,2,0,0
4239,0.7577095373723323,1,Alto_Riesgo,1,44,96.1,0,1,1
4240,0.678478093116377,1,Medio_Riesgo,1,40,97.1,0,1,1
4241,0.6203449783750672,1,Medio_Riesgo,0,35,108.35,1,1,1
4242,0.6167470444183618,1,Medio_Riesgo,0,37,95.15,0,1,1
4243,0.10727700165574057,0,Medio_Riesgo,0,23,91.1,2,0,0
4244,0.015510781659434276,0,Bajo_Riesgo,0,65,26.5,2,0,0
4245,0.19691220461178885,0,Medio_Riesgo,0,72,105.0,1,1,1
4246,0.2517981038084445,0,Medio_Riesgo,0,32,74.75,1,0,1
4247,0.06340651149491797,0,Bajo_Riesgo,0,39,19.35,1,0,0
4248,0.05213576620896866,0,Bajo_Riesgo,0,68,118.6,2,1,0
4249,0.3023725872849796,0,Medio_Riesgo,0,24,57.6,1,0,1
4250,0.8098637742365573,1,Alto_Riesgo,0,16,86.25,0,1,1
4251,0.14677979626416202,0,Medio_Riesgo,0,12,20.05,1,0,0
4252,0.03253173430711043,0,Bajo_Riesgo,0,66,61.15,2,0,1
4253,0.03089058084139264,0,Bajo_Riesgo,0,58,25.3,2,0,0
4254,0.3204396339860557,0,Medio_Riesgo,1,12,56.65,0,0,0
4255,0.8465077538645059,1,Alto_Riesgo,0,23,104.45,0,1,1
4256,0.17109990060188945,0,Medio_Riesgo,0,37,19.8,1,0,0
4257,0.45455854417679237,0,Medio_Riesgo,0,1,20.45,0,0,0
4258,0.030874593797870088,0,Bajo_Riesgo,0,67,69.9,2,0,0
4259,0.3126700878586343,0,Medio_Riesgo,0,40,98.15,1,1,0
4260,0.029753629547213046,0,Bajo_Riesgo,0,72,89.05,2,0,0
4261,0.07942579639674267,0,Bajo_Riesgo,0,61,94.35,2,1,0
4262,0.6911546017305358,1,Alto_Riesgo,1,26,80.5,0,1,0
4263,0.5188660569891193,1,Medio_Riesgo,0,1,29.9,0,0,1
4264,0.8664411639363584,1,Alto_Riesgo,1,9,80.8,0,1,1
4265,0.03487837141177612,0,Bajo_Riesgo,0,41,20.15,2,0,0
4266,0.8452413939877355,1,Alto_Riesgo,1,26,89.15,0,1,1
4267,0.0604214284537179,0,Bajo_Riesgo,0,72,115.8,2,1,0
4268,0.3727321316746946,0,Medio_Riesgo,0,54,55.45,1,0,1
4269,0.011567095056560367,0,Bajo_Riesgo,0,70,25.15,2,0,0
4270,0.05779875581667195,0,Bajo_Riesgo,0,61,81.0,2,0,0
4271,0.8878356119842269,1,Alto_Riesgo,1,5,83.15,0,1,1
4272,0.134294699677018,0,Medio_Riesgo,0,34,20.65,0,0,0
4273,0.12671463267190589,0,Medio_Riesgo,0,35,19.15,1,0,0
4274,0.75624402768166,1,Alto_Riesgo,1,20,70.45,0,1,1
4275,0.3984068661336637,0,Medio_Riesgo,0,2,29.05,0,0,0
4276,0.7432465063381309,1,Alto_Riesgo,1,32,74.4,0,1,1
4277,0.043234292124191546,0,Bajo_Riesgo,0,69,61.45,2,0,1
4278,0.9189265985723452,1,Alto_Riesgo,1,3,100.95,0,1,1
4279,0.015390556236093958,0,Bajo_Riesgo,0,72,25.2,2,0,0
4280,0.5802491786722657,1,Medio_Riesgo,0,17,25.65,0,0,1
4281,0.8400105030467798,1,Alto_Riesgo,1,37,101.1,0,1,1
4282,0.7631177492010169,1,Alto_Riesgo,0,28,110.85,0,1,0
4283,0.6892144011354738,1,Alto_Riesgo,1,1,25.1,0,0,1
4284,0.8509210591112165,1,Alto_Riesgo,1,30,90.25,0,1,1
4285,0.7377127072909195,1,Alto_Riesgo,0,5,75.65,0,1,0
4286,0.10096224877294405,0,Medio_Riesgo,1,72,54.2,2,0,1
4287,0.2440751075247711,0,Medio_Riesgo,0,32,54.65,0,0,0
4288,0.23036272781732584,0,Medio_Riesgo,0,54,97.2,2,1,1
4289,0.22673084852229536,0,Medio_Riesgo,0,16,19.6,0,0,0
4290,0.6063220486569408,1,Medio_Riesgo,1,24,54.15,0,0,1
4291,0.2612737276051539,0,Medio_Riesgo,0,15,19.6,0,0,0
4292,0.11491597036368252,0,Medio_Riesgo,0,39,59.8,1,0,1
4293,0.862626199123081,1,Alto_Riesgo,1,5,69.7,0,1,1
4294,0.06846139551174492,0,Bajo_Riesgo,0,41,19.75,2,0,0
4295,0.6426982435201486,1,Medio_Riesgo,0,2,56.55,0,0,1
4296,0.08426316909730647,0,Bajo_Riesgo,0,69,105.4,2,1,0
4297,0.07460034471639392,0,Bajo_Riesgo,0,69,105.35,2,1,0
4298,0.31594363853383295,0,Medio_Riesgo,0,70,106.5,1,1,1
4299,0.036343135911981614,0,Bajo_Riesgo,0,55,19.15,1,0,0
4300,0.8870982775711176,1,Alto_Riesgo,1,5,84.85,0,1,1
4301,0.012409456679076626,0,Bajo_Riesgo,0,70,19.85,2,0,0
4302,0.13310254405704627,0,Medio_Riesgo,0,41,70.2,1,0,1
4303,0.10519553001253976,0,Medio_Riesgo,0,25,19.9,1,0,0
4304,0.10483867060100545,0,Medio_Riesgo,0,23,57.2,1,0,0
4305,0.06876758268255645,0,Bajo_Riesgo,0,27,52.85,2,0,1
4306,0.4158451552619092,0,Medio_Riesgo,0,65,111.05,0,1,1
4307,0.08651677519898995,0,Bajo_Riesgo,0,22,20.25,1,0,0
4308,0.23658445140893897,0,Medio_Riesgo,0,52,49.75,0,0,1
4309,0.5606343991038019,1,Medio_Riesgo,0,38,95.1,0,1,1
4310,0.8691498894518359,1,Alto_Riesgo,0,3,70.15,0,1,1
4311,0.6710995182147442,1,Medio_Riesgo,0,13,70.45,0,1,1
4312,0.02559220876777648,0,Bajo_Riesgo,0,51,24.75,2,0,0
4313,0.6079068039851159,1,Medio_Riesgo,0,40,81.2,0,1,1
4314,0.24500118878034335,0,Medio_Riesgo,0,18,19.25,0,0,0
4315,0.09174332121625449,0,Bajo_Riesgo,0,23,19.65,1,0,0
4316,0.7674036063463295,1,Alto_Riesgo,1,1,80.15,0,1,1
4317,0.8284967181597835,1,Alto_Riesgo,1,16,88.45,0,1,1
4318,0.01118991323775086,0,Bajo_Riesgo,0,72,68.15,2,0,0
4319,0.7666743867915343,1,Alto_Riesgo,0,32,98.85,0,1,1
4320,0.38376833868248195,0,Medio_Riesgo,0,36,79.2,0,0,0
4321,0.08092186521865369,0,Bajo_Riesgo,0,68,54.45,1,0,1
4322,0.02860552270247181,0,Bajo_Riesgo,0,64,24.9,1,0,0
4323,0.25047122489541646,0,Medio_Riesgo,1,66,102.45,1,1,1
4324,0.11688544683339375,0,Medio_Riesgo,0,26,20.05,1,0,0
4325,0.8641140129453782,1,Alto_Riesgo,1,17,92.55,0,1,1
4326,0.8033781126394385,1,Alto_Riesgo,1,6,94.5,0,1,1
4327,0.7526614496338303,1,Alto_Riesgo,0,26,80.7,0,1,1
4328,0.19049997128517177,0,Medio_Riesgo,0,59,99.5,2,1,1
4329,0.11509277841447622,0,Medio_Riesgo,0,44,56.25,0,0,0
4330,0.882510406419548,1,Alto_Riesgo,1,4,97.95,0,1,1
4331,0.8735579124607645,1,Alto_Riesgo,1,3,79.25,0,1,1
4332,0.37097397532559245,0,Medio_Riesgo,0,13,19.3,0,0,0
4333,0.10469252880462414,0,Medio_Riesgo,0,29,39.5,1,0,0
4334,0.02179255107738471,0,Bajo_Riesgo,0,72,65.5,2,0,0
4335,0.796192641994542,1,Alto_Riesgo,0,34,100.45,0,1,1
4336,0.03884475891093805,0,Bajo_Riesgo,0,46,38.25,2,0,0
4337,0.06388069438262768,0,Bajo_Riesgo,0,62,79.95,2,0,0
4338,0.0626909961382253,0,Bajo_Riesgo,0,63,83.0,1,0,0
4339,0.45642662332652295,0,Medio_Riesgo,1,1,19.1,0,0,0
4340,0.068835062108628,0,Bajo_Riesgo,0,24,35.75,2,0,0
4341,0.02951305684881673,0,Bajo_Riesgo,0,70,90.15,2,0,0
4342,0.3476671028656466,0,Medio_Riesgo,0,1,19.75,0,0,0
4343,0.8596325857171893,1,Alto_Riesgo,1,16,84.95,0,1,1
4344,0.7129669091507261,1,Alto_Riesgo,0,1,45.85,0,0,1
4345,0.6150711463652175,1,Medio_Riesgo,0,41,53.95,0,0,1
4346,0.7496211082462138,1,Alto_Riesgo,1,1,45.65,0,0,1
4347,0.444280127460216,0,Medio_Riesgo,0,56,44.85,0,0,1
4348,0.4331418172029993,0,Medio_Riesgo,0,35,59.6,0,0,1
4349,0.19454213678809595,0,Medio_Riesgo,0,19,20.2,0,0,0
4350,0.36967298121834963,0,Medio_Riesgo,0,13,20.3,0,0,0
4351,0.563179904380407,1,Medio_Riesgo,0,18,35.2,0,0,0
4352,0.017204250718093752,0,Bajo_Riesgo,0,62,23.4,2,0,0
4353,0.653088312776435,1,Medio_Riesgo,0,7,53.65,0,0,1
4354,0.4588127810982024,0,Medio_Riesgo,0,48,44.8,0,0,1
4355,0.7868539793498276,1,Alto_Riesgo,0,6,94.05,0,1,1
4356,0.032134967324535024,0,Bajo_Riesgo,0,64,20.05,2,0,0
4357,0.8219408826363188,1,Alto_Riesgo,1,1,71.55,0,1,1
4358,0.34779364836415194,0,Medio_Riesgo,1,1,19.65,0,0,0
4359,0.5837028669045276,1,Medio_Riesgo,1,1,44.35,0,0,1
4360,0.5909752169528525,1,Medio_Riesgo,0,10,45.8,0,0,1
4361,0.5371369887759111,1,Medio_Riesgo,0,1,44.15,0,0,1
4362,0.15080421272916464,0,Medio_Riesgo,0,33,20.05,0,0,0
4363,0.031977654937821204,0,Bajo_Riesgo,0,68,58.25,1,0,0
4364,0.3224406877730797,0,Medio_Riesgo,0,26,87.15,1,1,0
4365,0.29117085225396394,0,Medio_Riesgo,1,9,24.1,1,0,1
4366,0.5851880564770959,1,Medio_Riesgo,0,1,25.35,0,0,1
4367,0.07302653069768925,0,Bajo_Riesgo,0,71,85.45,1,0,0
4368,0.9314556714280897,1,Alto_Riesgo,1,3,79.9,0,1,1
4369,0.022662720208090792,0,Bajo_Riesgo,0,71,53.95,2,0,0
4370,0.26167665835748327,0,Medio_Riesgo,0,6,19.85,0,0,0
4371,0.7249010699583517,1,Alto_Riesgo,1,2,69.75,0,1,1
4372,0.055015648277729326,0,Bajo_Riesgo,0,72,64.7,2,0,0
4373,0.8930025414458924,1,Alto_Riesgo,1,3,70.3,0,1,1
4374,0.5464253527918072,1,Medio_Riesgo,0,59,111.35,0,1,0
4375,0.04860332067086334,0,Bajo_Riesgo,0,57,74.3,2,0,0
4376,0.029389111629699247,0,Bajo_Riesgo,0,35,20.5,2,0,0
4377,0.10446579797290517,0,Medio_Riesgo,0,43,66.25,0,0,0
4378,0.5726777577223763,1,Medio_Riesgo,1,49,84.5,0,1,1
4379,0.5594098819307113,1,Medio_Riesgo,0,67,94.65,0,1,1
4380,0.4093912736464261,0,Medio_Riesgo,1,47,83.35,0,1,1
4381,0.16153649201695233,0,Medio_Riesgo,0,46,30.75,1,0,1
4382,0.7563814278857348,1,Alto_Riesgo,0,5,78.75,0,1,1
4383,0.0864990238551395,0,Bajo_Riesgo,0,72,97.95,2,1,1
4384,0.03934245367266684,0,Bajo_Riesgo,0,48,55.5,2,0,1
4385,0.775237440144311,1,Alto_Riesgo,1,12,78.3,0,1,1
4386,0.5603819780109411,1,Medio_Riesgo,1,43,108.15,0,1,0
4387,0.5578818829365356,1,Medio_Riesgo,0,5,24.3,0,0,1
4388,0.010299064504404093,0,Bajo_Riesgo,0,72,24.75,2,0,0
4389,0.40266332127297866,0,Medio_Riesgo,0,3,19.6,0,0,0
4390,0.7049907210763949,1,Alto_Riesgo,0,1,46.3,0,0,1
4391,0.09695865544176412,0,Bajo_Riesgo,0,38,20.25,1,0,0
4392,0.11116259633594419,0,Medio_Riesgo,0,51,81.15,1,0,0
4393,0.09034333116116942,0,Bajo_Riesgo,0,57,54.65,1,0,0
4394,0.15500111796985527,0,Medio_Riesgo,0,65,99.35,2,1,1
4395,0.1859022204705353,0,Medio_Riesgo,0,56,109.8,1,1,1
4396,0.817748496837165,1,Alto_Riesgo,0,17,92.6,0,1,1
4397,0.7946868563508279,1,Alto_Riesgo,0,5,75.6,0,1,1
4398,0.03689610064705784,0,Bajo_Riesgo,0,29,26.1,2,0,0
4399,0.4314131363142551,0,Medio_Riesgo,0,46,100.25,1,1,0
4400,0.5205220202015829,1,Medio_Riesgo,0,22,76.0,1,1,1
4401,0.319376700098624,0,Medio_Riesgo,0,9,19.9,1,0,0
4402,0.04704271974439662,0,Bajo_Riesgo,0,52,63.9,2,0,0
4403,0.6274988868776727,1,Medio_Riesgo,1,3,80.1,0,1,0
4404,0.4684966368559265,0,Medio_Riesgo,1,25,58.6,0,0,1
4405,0.8684711819169671,1,Alto_Riesgo,1,9,99.45,0,1,1
4406,0.37467926706170357,0,Medio_Riesgo,0,64,43.85,0,0,0
4407,0.10368436739566642,0,Medio_Riesgo,0,63,99.7,2,1,1
4408,0.7548143635966638,1,Alto_Riesgo,0,50,95.7,0,1,1
4409,0.30483252624596885,0,Medio_Riesgo,1,22,55.15,0,0,0
4410,0.8683138989255769,1,Alto_Riesgo,0,15,99.7,0,1,1
4411,0.03111486354447429,0,Bajo_Riesgo,0,57,19.6,2,0,0
4412,0.5904307605938548,1,Medio_Riesgo,0,17,75.4,0,0,1
4413,0.6852651016948137,1,Alto_Riesgo,0,6,59.45,0,0,1
4414,0.8087487304614881,1,Alto_Riesgo,1,2,73.25,0,1,1
4415,0.10488039202032479,0,Medio_Riesgo,0,42,20.65,1,0,0
4416,0.20216279544662316,0,Medio_Riesgo,0,69,99.5,1,1,1
4417,0.6198820862356687,1,Medio_Riesgo,1,15,69.0,0,1,1
4418,0.9256929498786329,1,Alto_Riesgo,0,6,79.7,0,1,1
4419,0.09725063808466895,0,Bajo_Riesgo,0,56,52.0,1,0,0
4420,0.9058216565099266,1,Alto_Riesgo,1,1,85.0,0,1,1
4421,0.37022435752951344,0,Medio_Riesgo,0,4,20.5,0,0,0
4422,0.5635372955861696,1,Medio_Riesgo,0,45,89.3,0,1,1
4423,0.5155205275703232,1,Medio_Riesgo,0,22,95.9,0,1,0
4424,0.036561649251809,0,Bajo_Riesgo,0,72,99.9,2,1,0
4425,0.6611660529507318,1,Medio_Riesgo,1,5,28.45,0,0,1
4426,0.6827582609855452,1,Alto_Riesgo,1,18,35.0,0,0,1
4427,0.030123446703408684,0,Bajo_Riesgo,0,66,96.6,2,1,0
4428,0.8517012692800585,1,Alto_Riesgo,0,23,95.1,0,1,1
4429,0.20664516796278964,0,Medio_Riesgo,0,62,94.95,1,1,1
4430,0.7699035292666846,1,Alto_Riesgo,0,23,44.95,0,0,1
4431,0.11663236660221829,0,Medio_Riesgo,0,69,95.2,2,1,0
4432,0.03192317764773944,0,Bajo_Riesgo,0,61,20.4,1,0,0
4433,0.03733888807179395,0,Bajo_Riesgo,0,70,80.6,2,0,0
4434,0.1770683642497303,0,Medio_Riesgo,0,54,84.4,1,1,0
4435,0.07172460498372481,0,Bajo_Riesgo,0,37,68.1,1,0,0
4436,0.01024058341696713,0,Bajo_Riesgo,0,71,71.1,2,0,0
4437,0.5921075497231669,1,Medio_Riesgo,0,13,64.75,1,0,1
4438,0.09834769268069346,0,Medio_Riesgo,0,71,104.15,2,1,0
4439,0.5522701242139014,1,Medio_Riesgo,0,4,50.8,0,0,0
4440,0.30442250263151266,0,Medio_Riesgo,0,7,23.5,0,0,0
4441,0.034376868541320424,0,Bajo_Riesgo,0,68,90.8,2,0,0
4442,0.6682040862121272,1,Medio_Riesgo,0,32,81.1,0,1,1
4443,0.7923349190625945,1,Alto_Riesgo,0,1,62.8,0,0,1
4444,0.1862565019666361,0,Medio_Riesgo,0,4,19.7,1,0,0
4445,0.40537600620285036,0,Medio_Riesgo,0,26,54.75,0,0,1
4446,0.07213022382785658,0,Bajo_Riesgo,1,42,73.9,1,0,0
4447,0.042342951566947416,0,Bajo_Riesgo,0,31,20.4,2,0,0
4448,0.14068464630831548,0,Medio_Riesgo,0,69,95.75,1,1,1
4449,0.17124963945066982,0,Medio_Riesgo,0,65,89.85,1,1,0
4450,0.8048963641220274,1,Alto_Riesgo,0,30,90.05,0,1,1
4451,0.43480918467693697,0,Medio_Riesgo,1,60,94.4,1,1,1
4452,0.8297211980717991,1,Alto_Riesgo,1,2,86.2,0,1,1
4453,0.2959015705043975,0,Medio_Riesgo,0,9,20.25,0,0,0
4454,0.44137153781285715,0,Medio_Riesgo,0,44,49.05,1,0,1
4455,0.0292515325787349,0,Bajo_Riesgo,0,71,76.9,2,0,0
